brand_id,total_interactions,clicks,cart_additions,purchases,unique_products,purchase_share_percent
50928356,99,81,17,1,78,1.01
66985287,46,29,14,3,27,6.52
11803905,225,108,70,47,114,20.89
35894187,38,22,15,1,28,2.63
61373216,48,20,18,10,26,20.83
81556497,298,243,49,6,274,2.01
88869992,126,61,41,24,61,19.05
30861386,46,38,7,1,29,2.17
73483306,181,123,43,15,126,8.29
38837460,214,137,68,9,174,4.21
92771076,3,2,1,0,3,0.0
29588317,1,1,0,0,1,0.0
19882375,2,2,0,0,2,0.0
44858493,1,1,0,0,1,0.0
87235613,7,7,0,0,5,0.0
50275461,2,2,0,0,1,0.0
32073530,2,2,0,0,2,0.0
26420697,1,1,0,0,1,0.0
18877223,58,42,15,1,58,1.72
68881550,3,3,0,0,3,0.0
84879264,17,13,3,1,16,5.88
23596746,2,2,0,0,2,0.0
75715965,10,9,1,0,10,0.0
69987048,1,1,0,0,1,0.0
6603168,14,9,5,0,9,0.0
25911674,14,8,5,1,8,7.14
14705844,7,3,3,1,5,14.29
16679785,211,134,73,4,151,1.9
68898817,328,203,123,2,210,0.61
61736365,452,252,194,6,242,1.33
46905622,148,100,42,6,89,4.05
21522063,65,48,12,5,46,7.69
61671237,2,1,1,0,1,0.0
31597643,49,30,13,6,48,12.24
55851792,106,61,29,16,67,15.09
69580651,41,24,9,8,18,19.51
33486833,1981,1322,613,46,845,2.32
81772105,51,42,8,1,33,1.96
43315659,1,1,0,0,1,0.0
70914494,51,18,23,10,31,19.61
88539461,12,10,2,0,12,0.0
4844077,9,8,1,0,5,0.0
28557127,155,100,49,6,99,3.87
89680414,1,0,1,0,1,0.0
78197007,2,2,0,0,2,0.0
67251037,3,2,1,0,3,0.0
78844452,2,1,0,1,2,50.0
56436793,9,8,1,0,8,0.0
55436537,10,5,5,0,5,0.0
55813588,47,39,5,3,30,6.38
366928,65,39,16,10,47,15.38
65840561,33,27,6,0,23,0.0
61325628,75,64,10,1,66,1.33
48220485,381,218,130,33,165,8.66
6267070,42,23,12,7,42,16.67
72254226,33,26,7,0,32,0.0
89402108,13,12,1,0,13,0.0
84021305,2,1,1,0,2,0.0
56140132,3,1,1,1,2,33.33
87613211,1,1,0,0,1,0.0
21615327,12,6,4,2,6,16.67
44083985,6,3,3,0,6,0.0
32633786,6,5,1,0,5,0.0
71905890,360,203,118,39,161,10.83
47625006,128,86,36,6,93,4.69
19888449,72,39,26,7,25,9.72
9125911,214,159,45,10,137,4.67
14254345,162,96,43,23,101,14.2
52195869,254,192,57,5,83,1.97
61835059,35,20,7,8,11,22.86
77234570,3,3,0,0,3,0.0
21118180,32,22,8,2,32,6.25
75829742,827,597,217,13,432,1.57
87596597,7,4,1,2,6,28.57
2582334,34,13,9,12,24,35.29
22047949,1,0,1,0,1,0.0
18052556,1,0,1,0,1,0.0
61613865,9,5,2,2,8,22.22
50185367,88,65,23,0,34,0.0
72137209,728,422,214,92,396,12.64
51214510,31,17,8,6,25,19.35
41615816,1,1,0,0,1,0.0
56462892,23,16,6,1,5,4.35
77650149,24,21,3,0,10,0.0
59365123,9,8,1,0,8,0.0
93059348,11,5,5,1,10,9.09
97776765,372,249,98,25,219,6.72
59457294,6,4,1,1,5,16.67
70803199,4,3,1,0,3,0.0
8672846,27,16,6,5,14,18.52
22839553,2,0,1,1,2,50.0
20688747,13,9,4,0,13,0.0
25654991,1,1,0,0,1,0.0
80301285,45,18,16,11,33,24.44
61085683,3595,2475,975,145,1936,4.03
76571392,21,14,4,3,16,14.29
50927540,41,20,13,8,26,19.51
88131178,5,4,0,1,2,20.0
98856980,212,127,77,8,124,3.77
39057945,11,7,4,0,10,0.0
69904189,59,49,5,5,56,8.47
29895003,189,133,45,11,110,5.82
18803903,319,218,87,14,217,4.39
97840776,348,255,83,10,217,2.87
94305313,2,1,1,0,2,0.0
67187257,20,9,10,1,15,5.0
43955160,4,1,2,1,4,25.0
78357518,1,1,0,0,1,0.0
9703122,302,191,72,39,211,12.91
98673162,2,2,0,0,2,0.0
17284227,5,5,0,0,4,0.0
14183510,6,4,2,0,4,0.0
57600247,13,11,2,0,8,0.0
56727044,7,5,2,0,6,0.0
17862640,250,146,66,38,176,15.2
53344871,12,12,0,0,10,0.0
84378485,39,27,11,1,20,2.56
37125423,10,3,7,0,5,0.0
20418832,128,73,42,13,90,10.16
33267048,75,41,23,11,41,14.67
99839617,1,1,0,0,1,0.0
10567814,784,656,118,10,653,1.28
55253657,166,129,29,8,46,4.82
43397242,17,16,1,0,16,0.0
63463924,472,416,47,9,453,1.91
48227174,747,603,125,19,681,2.54
29855625,218,117,59,42,125,19.27
56115658,50,26,19,5,25,10.0
34062192,164,109,51,4,122,2.44
77833495,6,5,1,0,6,0.0
6157181,25,21,2,2,20,8.0
57894492,6,6,0,0,6,0.0
1098553,3,3,0,0,3,0.0
27095551,3,3,0,0,3,0.0
14182093,104,62,33,9,91,8.65
11260114,4,3,0,1,4,25.0
34693181,3,2,1,0,3,0.0
19259951,10,8,2,0,5,0.0
91796177,281,149,88,44,163,15.66
8888914,4,3,1,0,2,0.0
59835044,629,435,158,36,360,5.72
23140292,128,97,25,6,68,4.69
94452804,7,3,2,2,6,28.57
18167688,3,1,2,0,3,0.0
48370396,43,24,13,6,23,13.95
19976169,14,9,3,2,11,14.29
9809941,14,8,5,1,11,7.14
13619878,43,32,11,0,32,0.0
73699791,136,109,18,9,122,6.62
99730883,35,24,10,1,26,2.86
16164775,33,28,4,1,26,3.03
28906439,75,48,15,12,36,16.0
49158362,5,2,2,1,5,20.0
52565072,1,0,1,0,1,0.0
99490317,102,66,30,6,39,5.88
6022522,294,199,65,30,200,10.2
48295267,6,2,1,3,4,50.0
20043526,3,3,0,0,1,0.0
83414755,64,48,14,2,64,3.12
96762586,11,5,4,2,5,18.18
13213824,116,83,28,5,49,4.31
63394122,20,18,2,0,10,0.0
42922882,87,64,22,1,63,1.15
50744920,22,10,10,2,18,9.09
5151449,137,104,32,1,117,0.73
66454539,16,14,1,1,12,6.25
89990522,1,1,0,0,1,0.0
95338478,12,8,3,1,10,8.33
47301541,5,3,2,0,4,0.0
89593435,15,7,5,3,9,20.0
3238273,292,154,85,53,136,18.15
57581328,3,3,0,0,1,0.0
67829082,12,9,3,0,10,0.0
30108046,64,42,17,5,46,7.81
92103127,3,3,0,0,3,0.0
24371729,253,164,57,32,161,12.65
35074758,63,41,16,6,53,9.52
79099874,216,119,60,37,153,17.13
42038836,1,0,1,0,1,0.0
99916065,5,5,0,0,5,0.0
42184686,41,13,13,15,13,36.59
34077999,2,2,0,0,2,0.0
17969068,64,44,17,3,36,4.69
90256151,17,13,3,1,10,5.88
53594052,84,58,16,10,45,11.9
62998894,1,0,1,0,1,0.0
85591078,44,22,13,9,26,20.45
22294246,17,12,5,0,16,0.0
16723422,2,2,0,0,2,0.0
96948969,2,2,0,0,2,0.0
67562143,1,0,0,1,1,100.0
25035607,1,0,1,0,1,0.0
48500126,196,173,19,4,173,2.04
4017878,197,133,58,6,113,3.05
37553104,240,127,68,45,152,18.75
30819734,13,9,3,1,12,7.69
29969296,69,38,27,4,65,5.8
58484881,358,175,119,64,156,17.88
48553817,8,3,5,0,7,0.0
22833646,1,1,0,0,1,0.0
42717626,1,1,0,0,1,0.0
5521843,13,11,2,0,13,0.0
34770168,4,2,1,1,4,25.0
93018091,9,8,1,0,7,0.0
30027104,35,27,8,0,32,0.0
13255086,6,6,0,0,4,0.0
62331102,2,2,0,0,2,0.0
65035141,519,302,145,72,297,13.87
4519964,4,4,0,0,4,0.0
43042834,15,12,3,0,12,0.0
12359334,4,2,2,0,4,0.0
94002733,81,44,18,19,53,23.46
53183446,4,4,0,0,4,0.0
42966058,1,1,0,0,1,0.0
68872900,8,6,2,0,7,0.0
29560148,5,4,1,0,5,0.0
52454657,43,37,4,2,39,4.65
66924482,2,2,0,0,2,0.0
5332886,3,3,0,0,3,0.0
11269640,3,2,1,0,3,0.0
65857119,5,3,2,0,5,0.0
94060892,210,160,43,7,117,3.33
28309522,8,6,2,0,7,0.0
22736768,2,2,0,0,2,0.0
34256482,234,146,78,10,130,4.27
84505610,63,46,11,6,46,9.52
3746235,362,247,95,20,151,5.52
67339766,2,1,1,0,2,0.0
30170277,1,0,1,0,1,0.0
23333884,2,2,0,0,2,0.0
80840010,6,2,4,0,5,0.0
59186424,14,6,6,2,10,14.29
32624496,6,5,1,0,6,0.0
3685940,960,740,167,53,735,5.52
24911567,11,8,3,0,10,0.0
93993910,372,291,60,21,309,5.65
50082500,6,3,3,0,6,0.0
7516783,28,21,7,0,26,0.0
22536864,24,14,8,2,17,8.33
5949168,13,9,4,0,11,0.0
52990129,7,3,1,3,1,42.86
43855997,1,1,0,0,1,0.0
60475452,13,11,1,1,3,7.69
44454824,20,15,4,1,14,5.0
7760582,72,42,27,3,61,4.17
32672176,1,1,0,0,1,0.0
53921058,43,24,16,3,40,6.98
60931995,2,2,0,0,1,0.0
47887426,4,1,2,1,4,25.0
6063610,3,1,2,0,3,0.0
74971076,3,2,1,0,3,0.0
32237969,214,121,56,37,117,17.29
82595104,2,0,2,0,2,0.0
70956464,7,5,2,0,7,0.0
40175276,1,1,0,0,1,0.0
25458464,3,2,1,0,3,0.0
41101593,3,0,3,0,3,0.0
57349648,2,1,1,0,2,0.0
32179837,1,1,0,0,1,0.0
60094521,36,29,6,1,32,2.78
39119914,1,1,0,0,1,0.0
31383981,17,14,2,1,13,5.88
7398206,289,128,92,69,161,23.88
64460440,1,1,0,0,1,0.0
62360435,25,17,8,0,12,0.0
45589689,47,29,13,5,21,10.64
11222956,133,95,27,11,77,8.27
43294822,6,5,1,0,6,0.0
27734397,1,1,0,0,1,0.0
55141260,70,58,11,1,63,1.43
48177932,100,63,24,13,49,13.0
15385146,12,3,4,5,5,41.67
13698617,184,118,56,10,114,5.43
68769222,5,4,0,1,5,20.0
62460461,1,1,0,0,1,0.0
21217471,6,4,1,1,4,16.67
19759449,2,1,1,0,2,0.0
78180168,2,2,0,0,2,0.0
20229278,26,18,6,2,20,7.69
28013273,57,31,19,7,47,12.28
19781951,2,1,1,0,2,0.0
39717393,37,21,9,7,17,18.92
38451868,37,24,11,2,27,5.41
63652007,35,22,9,4,17,11.43
38568216,7,4,3,0,6,0.0
93055781,98,69,21,8,40,8.16
64055547,2,0,2,0,2,0.0
87234817,206,117,67,22,79,10.68
45666675,26,14,6,6,10,23.08
44294441,9,6,3,0,8,0.0
41888055,2,2,0,0,1,0.0
3871556,5,4,1,0,4,0.0
41729319,2,1,1,0,2,0.0
71430979,44,39,4,1,43,2.27
87211511,50,25,19,6,29,12.0
78641809,12,10,2,0,5,0.0
31233778,1,1,0,0,1,0.0
38929717,173,115,42,16,138,9.25
93146916,82,48,19,15,31,18.29
47047895,186,136,50,0,109,0.0
65460825,6,6,0,0,5,0.0
88451417,16,8,6,2,13,12.5
46365247,61,47,11,3,58,4.92
8467168,8,5,1,2,4,25.0
50238654,8,5,3,0,8,0.0
16209280,33,22,11,0,21,0.0
31070400,1,1,0,0,1,0.0
93049040,2,1,1,0,1,0.0
63714681,6,4,2,0,3,0.0
79413293,54,34,12,8,35,14.81
46381710,73,57,10,6,46,8.22
21428357,255,186,50,19,193,7.45
79094536,12,10,2,0,12,0.0
54781087,9,9,0,0,7,0.0
65482958,307,201,77,29,168,9.45
351774,1,1,0,0,1,0.0
5955039,1,1,0,0,1,0.0
27778196,23,13,6,4,19,17.39
26913701,99,53,30,16,41,16.16
64585751,95,64,23,8,59,8.42
13694044,14,12,2,0,14,0.0
59631866,31,27,1,3,21,9.68
36597639,6,3,3,0,5,0.0
94145257,4,3,0,1,3,25.0
38987294,125,77,42,6,90,4.8
53925094,2,1,1,0,2,0.0
70120178,11,5,4,2,9,18.18
38152069,6,3,2,1,5,16.67
35099954,86,55,31,0,52,0.0
75897504,31,20,7,4,30,12.9
72480528,12,6,5,1,12,8.33
19777090,9,5,4,0,8,0.0
39527761,17,5,8,4,9,23.53
31741095,5,1,0,4,1,80.0
24435784,1,1,0,0,1,0.0
75797936,15,14,1,0,10,0.0
76508289,3,1,1,1,3,33.33
49823236,2,2,0,0,2,0.0
62889465,112,68,38,6,54,5.36
19842454,35,24,9,2,14,5.71
87053765,4,2,2,0,3,0.0
8714079,6,3,3,0,3,0.0
33408506,3,3,0,0,3,0.0
28264626,4,3,1,0,3,0.0
41536376,8,8,0,0,8,0.0
39774457,36,24,11,1,29,2.78
25609443,1,1,0,0,1,0.0
15394012,1,1,0,0,1,0.0
74406035,136,71,43,22,74,16.18
93609875,128,45,46,37,84,28.91
93740396,8,6,0,2,2,25.0
96454392,1,1,0,0,1,0.0
99542315,10,9,0,1,4,10.0
12592658,37,23,11,3,14,8.11
9352015,1,1,0,0,1,0.0
86341443,57,42,15,0,29,0.0
14370140,45,31,13,1,33,2.22
76094264,245,192,38,15,177,6.12
43153360,67,47,17,3,61,4.48
37708415,731,464,204,63,523,8.62
71213243,1,1,0,0,1,0.0
31831691,4,4,0,0,3,0.0
33136349,1,1,0,0,1,0.0
67614420,5,5,0,0,3,0.0
83494059,76,49,27,0,39,0.0
77759518,73,56,16,1,35,1.37
90082673,2,2,0,0,2,0.0
79130850,83,67,14,2,77,2.41
54484853,48,35,8,5,29,10.42
17249441,212,136,70,6,139,2.83
81733304,361,257,87,17,303,4.71
76321674,25,17,5,3,17,12.0
57042713,1,1,0,0,1,0.0
30491825,4,2,2,0,3,0.0
23755469,4,4,0,0,4,0.0
76605008,5,2,3,0,5,0.0
45550057,192,166,22,4,173,2.08
3841212,405,340,55,10,354,2.47
67825341,54,33,21,0,41,0.0
21011468,5,4,0,1,3,20.0
331999,2,1,1,0,2,0.0
134998,1,1,0,0,1,0.0
70345653,2,2,0,0,2,0.0
66727193,7,5,1,1,3,14.29
12558947,162,105,48,9,90,5.56
59558099,1,1,0,0,1,0.0
79051586,16,11,4,1,14,6.25
39646528,179,99,55,25,124,13.97
16550492,13,5,8,0,11,0.0
33477794,18,9,8,1,18,5.56
63087853,4,3,0,1,2,25.0
45709906,1573,1112,444,17,589,1.08
50796365,181,92,55,34,101,18.78
32543588,7,6,1,0,5,0.0
90409093,125,105,18,2,108,1.6
24049079,13,10,3,0,13,0.0
92839478,1,0,0,1,1,100.0
74163082,150,96,33,21,115,14.0
1441801,5,2,2,1,4,20.0
56019199,1,0,1,0,1,0.0
33387459,172,110,50,12,82,6.98
20592721,70,43,17,10,46,14.29
16402965,16,11,0,5,8,31.25
29012192,37,22,10,5,23,13.51
27570885,16,9,7,0,13,0.0
75773418,6,6,0,0,5,0.0
29047943,28,24,4,0,21,0.0
49620682,1,0,1,0,1,0.0
70724782,2,2,0,0,2,0.0
26949128,30,21,5,4,23,13.33
52189261,10,3,6,1,6,10.0
40129629,1,1,0,0,1,0.0
24779893,6,4,1,1,4,16.67
25354244,2,2,0,0,2,0.0
1495734,2,1,0,1,1,50.0
28739514,13,8,3,2,9,15.38
50494276,3,3,0,0,3,0.0
49973382,6,5,0,1,4,16.67
42615292,34,16,15,3,20,8.82
59215186,27,13,10,4,22,14.81
34519526,5,4,0,1,2,20.0
53326677,58,42,16,0,29,0.0
67802883,3,3,0,0,3,0.0
82796958,12,8,4,0,10,0.0
38803750,6,6,0,0,6,0.0
69649302,34,14,9,11,28,32.35
92558116,2,2,0,0,1,0.0
67332188,2,1,0,1,1,50.0
22662403,12,7,5,0,12,0.0
76177858,1,0,1,0,1,0.0
12263199,4,0,1,3,2,75.0
43615556,1,1,0,0,1,0.0
31131691,3,2,1,0,3,0.0
89126666,7,4,3,0,6,0.0
2427145,11,3,4,4,9,36.36
13144272,17,11,3,3,16,17.65
84849270,185,156,28,1,157,0.54
97172468,109,91,16,2,99,1.83
88732538,4,3,0,1,4,25.0
23250368,2,2,0,0,2,0.0
96163175,6,6,0,0,6,0.0
93207080,2,1,1,0,2,0.0
2332236,1,0,0,1,1,100.0
98209701,760,542,186,32,752,4.21
92785000,130,55,39,36,79,27.69
57859910,32,16,8,8,13,25.0
19039735,4,1,1,2,2,50.0
27962660,248,130,82,36,153,14.52
88959293,3,3,0,0,3,0.0
6252792,2,1,1,0,2,0.0
37947265,11,10,0,1,11,9.09
63916075,116,63,35,18,61,15.52
13511233,2,2,0,0,2,0.0
70341243,6,5,1,0,5,0.0
17485171,14,11,1,2,13,14.29
26627108,12,7,5,0,12,0.0
10203431,7,3,4,0,7,0.0
67180750,1,0,1,0,1,0.0
1465823,4,3,1,0,4,0.0
35810218,5,4,1,0,3,0.0
80880450,6,2,3,1,5,16.67
10378993,1,1,0,0,1,0.0
