product_id,brand_id,category_level_4_id,shop_id,total_interactions,clicks,cart_additions,purchases,unique_query_records,purchase_share_percent
74912968,50353271,47312901,94260409,2,2,0,0,2,0.0
8667615,3180824,70369524,48164678,1,0,1,0,1,0.0
14382330,36092206,70369524,19356405,1,1,0,0,1,0.0
9625821,9981851,41588408,14892409,1,1,0,0,1,0.0
68423716,76087030,54911609,49624939,1,1,0,0,1,0.0
63576284,16009211,5614,71308555,3,3,0,0,3,0.0
50596162,87675207,74164066,43383641,1,1,0,0,1,0.0
93437923,60333963,20462397,66803780,3,2,1,0,3,0.0
18145518,37403953,59947703,93596649,2,2,0,0,2,0.0
54067763,91742182,87040126,38010443,1,1,0,0,1,0.0
86738257,83743446,42942963,6224343,1,1,0,0,1,0.0
28586304,29518265,7929383,28362789,2,1,1,0,2,0.0
57221129,81499301,42942963,14531053,1,1,0,0,1,0.0
64120152,98219864,42942963,69667607,1,1,0,0,1,0.0
93190635,48223324,22195176,18716623,2,1,1,0,2,0.0
52053925,31068201,28629983,36005613,1,1,0,0,1,0.0
78448609,5642931,28629983,74912570,1,1,0,0,1,0.0
64807434,45938569,43166208,67807737,1,0,1,0,1,0.0
35143456,18112305,33052312,9983935,1,1,0,0,1,0.0
79730005,90834469,33052312,91840146,1,1,0,0,1,0.0
26442130,68328140,20592324,14108061,1,0,1,0,1,0.0
63201880,57571001,68133621,5693753,2,1,1,0,1,0.0
44066059,87675207,28363226,4665941,43,31,11,1,21,2.33
13494752,31629861,28363226,37888972,1,1,0,0,1,0.0
52780112,29184069,28363226,35124969,3,3,0,0,3,0.0
60726317,87675207,28363226,71789504,1,1,0,0,1,0.0
43674579,87675207,28363226,84391869,1,1,0,0,1,0.0
70825639,1155441,74420904,13575392,2,2,0,0,2,0.0
75918336,1155441,74420904,49854033,3,3,0,0,3,0.0
86594988,42550183,56253428,7545657,2,0,2,0,2,0.0
45386510,9836207,52312469,31358962,1,1,0,0,1,0.0
67276933,86017533,98347200,92783879,1,1,0,0,1,0.0
89603672,39655333,6722499,67117050,1,1,0,0,1,0.0
4719624,39655333,83225405,40239419,1,1,0,0,1,0.0
12237938,17836039,3268258,28051152,1,0,1,0,1,0.0
98095537,94616349,89708737,8773531,2,1,1,0,2,0.0
95873835,73102947,71432040,68071901,2,1,1,0,2,0.0
81843936,41209244,4782287,23164821,1,1,0,0,1,0.0
33538708,78545043,26950971,98549446,1,1,0,0,1,0.0
66134730,78545043,26950971,66679807,4,4,0,0,4,0.0
61242003,40232850,54081259,65277836,1,1,0,0,1,0.0
35337637,38645246,96794330,22153756,1,1,0,0,1,0.0
90459045,62318446,64854232,34614381,4,3,1,0,4,0.0
62754353,62318446,64854232,34614381,2,2,0,0,1,0.0
87163556,54955951,7929383,34836300,3,1,1,1,2,33.33
80925256,19296537,7929383,33273027,1,1,0,0,1,0.0
20666341,36220223,7929383,84221288,1,0,1,0,1,0.0
81746653,42219848,68538086,91239992,1,1,0,0,1,0.0
14161259,2066811,68538086,68231385,6,5,1,0,4,0.0
17163045,67481146,68538086,66614286,12,11,1,0,11,0.0
97503838,32669208,70254035,20248868,5,5,0,0,5,0.0
75641424,96590144,23348861,28689897,1,1,0,0,1,0.0
18993368,86800858,23348861,61843664,7,7,0,0,4,0.0
87399431,35051377,57945958,89774724,8,5,2,1,7,12.5
89192707,44470919,50138306,29046429,1,1,0,0,1,0.0
94193868,71271628,53488743,40819397,1,1,0,0,1,0.0
24157445,67072585,462318,9682594,191,85,93,13,32,6.81
34894920,61193212,56552421,17633987,1,1,0,0,1,0.0
1847524,89700451,41302158,46664297,1,1,0,0,1,0.0
67175561,55538918,49490717,23167104,2,1,1,0,2,0.0
71489571,40839389,85556448,86521100,16,9,6,1,5,6.25
64143013,52967698,26554080,59294945,2,1,1,0,2,0.0
80420799,81333812,26554080,76923113,2,2,0,0,2,0.0
92675820,81333812,26554080,48238610,2,1,1,0,2,0.0
45136312,35511713,97489677,22221707,1,1,0,0,1,0.0
19828170,35511713,97489677,22221707,1,1,0,0,1,0.0
15660798,89003159,53164692,47388096,2,2,0,0,2,0.0
389595,3507532,54526199,7406306,1,1,0,0,1,0.0
31571241,17752037,61909657,59026934,1,0,1,0,1,0.0
73462438,78492916,75664943,65777843,21,15,5,1,14,4.76
99144973,56184183,75664943,44190315,14,8,5,1,9,7.14
92883491,63922054,39451574,82425032,2,0,1,1,2,50.0
96615322,7932893,39670645,47734955,3,1,1,1,3,33.33
76925906,79068112,36512565,37575692,1,0,0,1,1,100.0
76181580,89727395,88459986,47986548,4,4,0,0,3,0.0
85986605,40065672,88459986,77304773,1,1,0,0,1,0.0
71527343,80863194,88459986,97957065,4,4,0,0,4,0.0
25547968,5050762,86156614,37080140,2,2,0,0,2,0.0
36007761,5050762,86156614,6882175,1,1,0,0,1,0.0
70436680,5050762,64822273,93809423,3,2,1,0,3,0.0
8199754,33241674,94281717,23743773,7,3,4,0,7,0.0
98854318,80596996,66362492,91207072,1,1,0,0,1,0.0
6904712,50864744,89295267,49514816,1,1,0,0,1,0.0
39073943,67261154,21684155,33531136,1,0,1,0,1,0.0
79999733,60333963,18962217,66803780,19,6,5,8,7,42.11
37975090,97268014,53977170,78606776,6,2,4,0,4,0.0
35900786,97268014,53977170,78606776,2,1,1,0,2,0.0
75703974,38645246,85532793,8253372,1,1,0,0,1,0.0
39388103,38645246,41807301,74628316,1,1,0,0,1,0.0
74874454,77008558,26781070,64303692,1,1,0,0,1,0.0
97881483,41461209,24920771,81842356,1,0,1,0,1,0.0
66968892,41461209,24920771,81842356,1,0,0,1,1,100.0
33518105,49322353,57000119,30301593,3,2,1,0,2,0.0
16778605,30318186,57000119,27309491,2,1,1,0,2,0.0
24338216,33241674,462318,95474419,1,1,0,0,1,0.0
4120798,33241674,462318,61709564,1,1,0,0,1,0.0
48690694,61301986,67950286,7231286,2,1,1,0,2,0.0
93529940,5782671,462318,63876276,1,1,0,0,1,0.0
73857551,33241674,56253428,33100321,5,5,0,0,5,0.0
59478082,60333963,56253428,66803780,2,2,0,0,2,0.0
55053038,79551116,50390528,31409557,1,1,0,0,1,0.0
79653681,65208347,35888204,60172768,3,2,1,0,2,0.0
23035329,41978708,30450451,99256881,1,1,0,0,1,0.0
96988374,48908186,30450451,45581357,1,0,1,0,1,0.0
71566631,54046301,17274425,54905731,1,0,1,0,1,0.0
97293409,27210586,3268258,27275224,3,0,3,0,2,0.0
74448192,16786890,7929383,77693021,2,0,2,0,2,0.0
69688908,45449829,13428762,95471868,4,3,1,0,3,0.0
45603156,9503420,56253428,9887371,4,3,1,0,3,0.0
97745171,48223324,22195176,18716623,396,117,279,0,55,0.0
57950519,48223324,22195176,18716623,5,5,0,0,3,0.0
98522097,31775854,46919769,52527261,3,0,0,3,2,100.0
89324687,9375404,28178755,36002228,14,4,9,1,4,7.14
84271391,92718182,22195176,31215991,2,2,0,0,2,0.0
16996482,99069122,49251719,39290100,3,3,0,0,2,0.0
37740126,27659636,80694214,10215552,4,4,0,0,3,0.0
62956634,78267904,65689788,91956558,1,1,0,0,1,0.0
86788190,91301110,73102412,47193227,1,1,0,0,1,0.0
27447371,64721829,35033444,91707446,1,0,0,1,1,100.0
45181125,32990059,22271273,75181962,2,1,1,0,2,0.0
27115183,50901793,53741505,57390337,1,0,1,0,1,0.0
27287177,31364690,84932676,35449085,1,0,1,0,1,0.0
60602689,26162918,91376826,93013681,1,0,1,0,1,0.0
84056059,50353271,462318,94260409,41,29,10,2,10,4.88
32197707,96933586,64596584,43979908,2,1,1,0,2,0.0
49036518,9784444,53704463,45714945,1,1,0,0,1,0.0
71663644,29524336,53704463,32179322,1,1,0,0,1,0.0
74499298,1631249,68855741,40242185,1,1,0,0,1,0.0
43107075,13832558,96794330,71474249,1,1,0,0,1,0.0
93916823,37678516,27665132,17311172,1,1,0,0,1,0.0
93450887,38465789,49839459,48699537,1,1,0,0,1,0.0
89119825,34488094,7471793,50575081,1,1,0,0,1,0.0
47192960,34488094,27665132,50575081,1,1,0,0,1,0.0
30475109,58297269,90750795,9920105,1,1,0,0,1,0.0
69506576,52531844,90750795,49983710,3,1,2,0,2,0.0
56939008,40552069,73411641,83183123,1,1,0,0,1,0.0
92717267,40552069,73411641,43519621,1,1,0,0,1,0.0
4274382,28438279,64199980,90406789,1,0,1,0,1,0.0
83681673,18413895,55434389,29298068,1,1,0,0,1,0.0
67368831,24888144,32714450,39641483,1,1,0,0,1,0.0
70237355,89877188,86379184,5947992,26,18,5,3,10,11.54
95758580,38645246,63828130,62850131,1,1,0,0,1,0.0
81183785,30684225,63828130,67395421,1,1,0,0,1,0.0
49827433,3444207,63828130,64344562,1,1,0,0,1,0.0
11688184,73561399,5508393,25047759,1,0,0,1,1,100.0
89312342,31755061,80694214,94192072,6,4,1,1,5,16.67
11662872,36072082,12366543,31727803,3,2,0,1,3,33.33
69570107,14312559,80694214,70246000,1,1,0,0,1,0.0
72509947,67656416,80694214,29877575,1,1,0,0,1,0.0
78361212,6989026,93552265,91355778,1,1,0,0,1,0.0
50024352,93182285,22645559,23599382,1,1,0,0,1,0.0
71555361,93182285,22645559,23599382,1,1,0,0,1,0.0
7417951,2698490,46935830,18369420,1,0,0,1,1,100.0
40152857,67153733,53977170,18369420,1,1,0,0,1,0.0
14764426,9784444,32130995,79022781,5,4,0,1,5,20.0
11262726,24948005,93675297,14054946,8,5,3,0,5,0.0
51490172,24948005,9658743,14054946,28,17,11,0,11,0.0
20310315,95241093,61422541,38534806,1,0,1,0,1,0.0
55610363,95241093,61422541,59599021,1,1,0,0,1,0.0
69409776,95241093,61422541,59599021,1,0,1,0,1,0.0
90995725,67072585,98305498,98119326,4,3,1,0,4,0.0
98797543,69678894,98305498,27261560,1,1,0,0,1,0.0
75685076,67072585,98305498,67616275,14,12,2,0,9,0.0
95722987,16397138,85210979,24449497,1,1,0,0,1,0.0
60842361,28073774,71707720,42561748,8,2,5,1,8,12.5
57016767,95080848,38603675,89423532,1,1,0,0,1,0.0
27263620,77327424,38603675,86950050,1,1,0,0,1,0.0
68051101,95080848,38603675,89377954,1,1,0,0,1,0.0
30670178,95080848,38603675,79328758,4,3,1,0,3,0.0
67883960,7194177,71901979,91400107,12,7,5,0,7,0.0
44152780,637547,93552265,15025927,1,0,0,1,1,100.0
74028618,38645246,38050090,41008863,1,1,0,0,1,0.0
91684628,65909313,68855741,63087563,1,0,1,0,1,0.0
76369505,34224877,99233336,94463139,1,1,0,0,1,0.0
7010874,87510436,53372063,81575443,1,1,0,0,1,0.0
28217340,33241674,50615933,21050072,3,1,1,1,3,33.33
94335432,37426941,97419353,78874199,2,2,0,0,2,0.0
37560864,37523932,97419353,85158795,5,2,1,2,4,40.0
66597201,56184183,94281717,44190315,49,31,17,1,15,2.04
98916930,52967698,96794330,22203372,3,3,0,0,3,0.0
88261671,81333812,96794330,76923113,23,20,1,2,10,8.7
11520762,81333812,96794330,76923113,10,7,2,1,7,10.0
24701979,52967698,96794330,58503425,1,1,0,0,1,0.0
88634957,66645974,24396768,87127359,1,1,0,0,1,0.0
3967722,37766878,74735570,56281633,1,0,1,0,1,0.0
14443804,14681324,40371795,66003094,1,1,0,0,1,0.0
56293929,55594430,93757063,70302442,1,1,0,0,1,0.0
99712567,14681324,40371795,66003094,1,1,0,0,1,0.0
56343576,98243468,66552986,14854309,1,1,0,0,1,0.0
99036722,58495813,32377447,39668635,1,1,0,0,1,0.0
18304057,13553352,40371795,18359387,1,1,0,0,1,0.0
73206276,63986013,40371795,76393425,1,1,0,0,1,0.0
11542353,80960815,17694933,45548322,1,1,0,0,1,0.0
31587632,83565915,88279186,30927418,2,2,0,0,2,0.0
8393441,16857076,34681978,53913179,2,0,1,1,2,50.0
86172742,54200099,2341523,8110370,1,1,0,0,1,0.0
64517116,54289642,25024520,64090362,1,0,0,1,1,100.0
56915285,11924425,88459986,23935216,12,10,2,0,6,0.0
68143613,47870610,84415973,24631195,1,1,0,0,1,0.0
70941975,55826402,45358775,9268930,9,2,5,2,4,22.22
94906806,28561014,71665626,63567210,1,0,1,0,1,0.0
61404494,71079044,14778911,70186005,1,1,0,0,1,0.0
28899598,52002493,14778911,53711795,1,0,1,0,1,0.0
48043739,52002493,14778911,44036561,1,0,1,0,1,0.0
84700078,5782671,98305498,11880955,1,1,0,0,1,0.0
96493537,71683097,45793392,61387172,1,1,0,0,1,0.0
2725407,2429497,92153662,6551991,9,5,2,2,4,22.22
904114,77419766,19183452,37783540,1,0,1,0,1,0.0
40945661,31980504,19183452,69091158,2,1,1,0,2,0.0
27329477,33858396,99556502,40989887,1,1,0,0,1,0.0
96942106,19181313,48911436,16833258,1,1,0,0,1,0.0
83130701,1163349,24092648,34837157,1,1,0,0,1,0.0
43463272,32223337,41408020,80317063,1,0,1,0,1,0.0
28323742,36751651,41408020,53724760,3,2,1,0,3,0.0
65617037,77787430,57000119,85567547,2,1,0,1,2,50.0
49906026,98549945,85995204,54486560,1,1,0,0,1,0.0
30920888,87676131,30450451,20366742,1,1,0,0,1,0.0
8145713,75636927,93962398,6042007,1,1,0,0,1,0.0
38212775,54289642,68353175,36996511,1,1,0,0,1,0.0
30698101,38926541,49880913,92175538,1,1,0,0,1,0.0
18736021,74459508,72976019,76210686,3,2,1,0,3,0.0
32995932,97855853,43786541,15317364,2,2,0,0,1,0.0
31475276,87675207,58914556,86992693,1,1,0,0,1,0.0
16330599,54289642,13964116,22786158,2,1,1,0,1,0.0
41358094,86951977,13964116,84692885,2,2,0,0,2,0.0
72886310,48238617,462318,67790861,18,11,7,0,5,0.0
11014297,48238617,462318,67790861,18,13,5,0,12,0.0
62546977,98157653,97279352,29243147,1,1,0,0,1,0.0
15075926,26119052,97279352,44247746,2,1,0,1,2,50.0
23738351,85606477,97279352,66889405,1,0,0,1,1,100.0
74335522,51311621,97279352,89608328,1,1,0,0,1,0.0
42563051,1582312,97279352,16589649,1,0,0,1,1,100.0
42225343,1957017,97279352,45313250,1,1,0,0,1,0.0
29850452,1197584,42200395,34411905,1,0,1,0,1,0.0
51793302,95080848,97122609,69904379,17,16,1,0,12,0.0
84880310,27800001,12388427,31440279,1,0,1,0,1,0.0
49794813,58743626,74251600,67067028,8,8,0,0,7,0.0
76012887,75235341,22195176,54428021,1,1,0,0,1,0.0
7359698,29386902,83879179,67374387,2,2,0,0,2,0.0
29606070,34108315,83879179,93520430,1,1,0,0,1,0.0
69810874,91969930,83879179,78506295,1,0,0,1,1,100.0
23154238,24995354,41588408,9960985,1,0,1,0,1,0.0
7934125,13547089,41588408,11961027,1,0,1,0,1,0.0
97233777,24995354,41588408,12232025,1,0,1,0,1,0.0
90569354,39991002,37163017,15926954,2,1,1,0,2,0.0
10361781,11321766,197642,4333619,4,2,0,2,4,50.0
60915203,60550342,90597144,56595709,1,0,1,0,1,0.0
43984541,68328140,99266476,56491935,3,1,0,2,2,66.67
16841884,75134165,2078714,30040824,1,0,1,0,1,0.0
17920300,75134165,2078714,98908198,3,3,0,0,3,0.0
85847585,69472841,70405601,119726,4,4,0,0,4,0.0
86697263,89566537,22842186,3602274,1,1,0,0,1,0.0
11665561,31537810,33046078,81847892,1,1,0,0,1,0.0
13561855,50353271,462318,94260409,14,7,7,0,5,0.0
2971739,67072585,462318,9682594,157,73,79,5,13,3.18
50760525,72809029,47473296,72992548,2,2,0,0,2,0.0
7441371,72809029,47473296,72992548,1,1,0,0,1,0.0
19249977,60452514,51654533,90597293,5,2,2,1,5,20.0
93331936,79432576,8124406,65150150,1,1,0,0,1,0.0
10390451,79432576,84912212,65150150,1,0,1,0,1,0.0
26194387,67072585,462318,9682594,367,185,181,1,37,0.27
9107173,63760219,15316318,80743604,1,1,0,0,1,0.0
23861875,97874488,40491221,60986675,1,0,1,0,1,0.0
88171785,16846782,28363226,82324688,1,0,0,1,1,100.0
2637430,81383506,50976767,42674069,1,1,0,0,1,0.0
97940288,75878319,50976767,78676369,1,1,0,0,1,0.0
27734709,81596701,50976767,37774247,1,1,0,0,1,0.0
34593597,15516513,50976767,12712934,1,1,0,0,1,0.0
46065005,16136514,41588408,45873709,2,2,0,0,1,0.0
96776212,543513,35850708,27789019,1,1,0,0,1,0.0
34783272,44514685,28208008,36051594,1,1,0,0,1,0.0
551501,64998243,28208008,93411188,2,2,0,0,2,0.0
54319523,57056084,28208008,73404597,1,1,0,0,1,0.0
51830226,21147560,40919184,49882130,1,1,0,0,1,0.0
49424983,1152762,28208008,83259322,1,1,0,0,1,0.0
87394988,38645246,40919184,70463375,1,1,0,0,1,0.0
90746690,81540968,85210979,9405049,1,1,0,0,1,0.0
64609422,81540968,85210979,9405049,1,1,0,0,1,0.0
42873906,51609134,85210979,59337493,1,0,1,0,1,0.0
17598671,50049289,47462334,35036372,5,4,0,1,5,20.0
6273703,14594675,42124927,7870839,1,0,1,0,1,0.0
63528348,14594675,42124927,7870839,1,0,1,0,1,0.0
57515050,79583040,42124927,69482949,1,1,0,0,1,0.0
72783555,31775854,51395640,91090886,11,0,6,5,7,45.45
89814669,36524588,4179153,92954785,1,1,0,0,1,0.0
92885553,11037206,4179153,87321216,4,3,1,0,3,0.0
75094203,81638611,4179153,83086747,3,3,0,0,2,0.0
31983436,72361705,4179153,66714215,34,15,7,12,18,35.29
15214152,65514619,74945795,59764473,1,0,0,1,1,100.0
6870114,27682687,85995204,17171654,1,1,0,0,1,0.0
6901727,48505869,90183641,67343318,1,1,0,0,1,0.0
41882777,77492784,90183641,20589691,1,1,0,0,1,0.0
16088887,12824601,90183641,52356251,1,1,0,0,1,0.0
85304797,2854191,90183641,90414177,1,1,0,0,1,0.0
16155433,84582083,90183641,74866702,1,1,0,0,1,0.0
32779290,88744513,90183641,67564345,1,1,0,0,1,0.0
61703843,33241674,462318,76748596,41,33,8,0,26,0.0
53030827,79119460,16142404,78018481,1,0,1,0,1,0.0
17613891,8065775,91440487,63308584,1,1,0,0,1,0.0
30428431,15516513,91440487,32085011,2,1,1,0,2,0.0
87310805,87974091,59152399,6752870,6,5,1,0,6,0.0
49339401,23437787,71901979,65591267,6,5,1,0,6,0.0
72172604,96005642,4622798,84242400,2,2,0,0,2,0.0
33560096,97303128,69208199,28035509,1,1,0,0,1,0.0
82886718,50928356,69208199,78067944,1,1,0,0,1,0.0
30343490,50928356,69208199,78067944,1,1,0,0,1,0.0
40009895,66985287,14644454,98525593,1,0,1,0,1,0.0
70337787,11803905,99348474,52956089,20,8,7,5,10,25.0
89556485,35894187,11704491,1216119,2,2,0,0,2,0.0
28387281,61373216,71451560,9548070,13,5,4,4,9,30.77
37971957,81556497,52331699,68530523,1,0,1,0,1,0.0
22866619,88869992,16151119,96558178,1,1,0,0,1,0.0
70440734,88869992,16151119,43114750,1,1,0,0,1,0.0
2850879,30861386,24964104,4403828,1,1,0,0,1,0.0
18944142,73483306,83171919,60401330,12,10,1,1,10,8.33
78621558,38837460,83171919,3314996,5,3,2,0,4,0.0
43665181,92771076,18750931,7253095,1,1,0,0,1,0.0
83586825,56563216,26397670,44190315,21,9,4,8,14,38.1
77976749,29588317,44944661,23123657,1,1,0,0,1,0.0
97426429,19882375,14503291,60662853,1,1,0,0,1,0.0
78432687,44858493,14503291,94680702,1,1,0,0,1,0.0
34219473,87235613,44944661,7351944,1,1,0,0,1,0.0
81249061,50275461,44944661,64313609,2,2,0,0,2,0.0
91894253,32073530,23794926,67885773,1,1,0,0,1,0.0
78922719,26420697,10786036,8384758,1,1,0,0,1,0.0
39923300,18877223,10786036,48777442,1,1,0,0,1,0.0
71017122,68881550,10786036,68146436,1,1,0,0,1,0.0
60277930,84879264,63728564,82613252,1,1,0,0,1,0.0
27763948,23596746,10786036,28662456,1,1,0,0,1,0.0
6036542,75715965,10786036,86662060,1,1,0,0,1,0.0
42893285,69987048,10786036,99419826,1,1,0,0,1,0.0
39316703,6603168,8124406,35244142,1,0,1,0,1,0.0
37079279,25911674,8124406,1390895,2,1,1,0,2,0.0
74066676,14705844,41588408,13930570,1,1,0,0,1,0.0
93183942,16679785,58914556,4095166,1,0,1,0,1,0.0
7062207,68898817,91275015,79127424,1,1,0,0,1,0.0
30831403,30508443,91275015,85558346,1,1,0,0,1,0.0
52025906,61736365,28363226,28138441,1,1,0,0,1,0.0
81372765,46905622,91275015,58826614,1,1,0,0,1,0.0
22854957,67072585,462318,9682594,77,61,16,0,24,0.0
14795019,21522063,24414410,47918241,1,1,0,0,1,0.0
73282051,21522063,72431857,47918241,1,0,0,1,1,100.0
89764846,21522063,72431857,47918241,1,1,0,0,1,0.0
51163602,61671237,43234307,36311272,2,1,1,0,1,0.0
26197241,31597643,99548114,76859315,1,0,1,0,1,0.0
64150400,55851792,77255620,3740429,9,3,2,4,5,44.44
93615068,69580651,73533951,98697048,3,3,0,0,3,0.0
70971445,33486833,56552421,47981605,50,35,14,1,25,2.0
59978778,81772105,78485852,85786572,10,8,2,0,5,0.0
74985781,27659636,76876190,10215552,2,2,0,0,2,0.0
91669241,43315659,8268212,62771438,1,1,0,0,1,0.0
44342101,70914494,99421918,16614975,6,3,2,1,6,16.67
52881746,33486833,33023047,75291578,3,2,1,0,3,0.0
64959861,33486833,33023047,47981605,21,9,12,0,12,0.0
60751152,88539461,15231320,82543536,1,0,1,0,1,0.0
28605955,4844077,22371910,38756513,4,4,0,0,4,0.0
5380879,28557127,52199611,55901575,4,2,2,0,2,0.0
65601524,67072585,462318,9682594,93,72,21,0,19,0.0
14253311,89680414,77813743,1701674,1,0,1,0,1,0.0
73145732,78197007,77813743,52196659,1,1,0,0,1,0.0
37236177,67251037,77813743,74315911,1,0,1,0,1,0.0
83255347,78844452,77813743,11794641,1,1,0,0,1,0.0
59139687,56436793,46812845,35438295,1,0,1,0,1,0.0
31928174,56436793,46812845,35438295,1,1,0,0,1,0.0
49400024,56436793,46812845,13178378,1,1,0,0,1,0.0
2707453,56436793,46812845,13178378,1,1,0,0,1,0.0
